,studentID,collegeID,earlyAppl,visited,alumni,outofstate,acceptStatus,acceptProb
3,GFLKVO98EJ,Stanford,-1.0,,-1.0,-1.0,-1.0,
4,GFLKVO98EJ,Cornell,-1.0,,-1.0,1.0,-1.0,
5,GFLKVO98EJ,Duke,-1.0,,-1.0,1.0,1.0,
6,GFLKVO98EJ,USC,-1.0,,1.0,-1.0,1.0,
7,GFLKVO98EJ,Georgetown,-1.0,,-1.0,1.0,-1.0,
0,3QTP8851KA,MIT,-1.0,,-1.0,1.0,-1.0,
1,3QTP8851KA,UChicago,1.0,,-1.0,1.0,1.0,
2,3QTP8851KA,Harvard,-1.0,,-1.0,1.0,-1.0,
3,3QTP8851KA,CalTech,-1.0,,-1.0,-1.0,-1.0,
4,3QTP8851KA,Cornell,-1.0,,-1.0,1.0,1.0,
5,3QTP8851KA,UCB,-1.0,,-1.0,-1.0,1.0,
6,3QTP8851KA,UCLA,-1.0,,-1.0,-1.0,1.0,
7,3QTP8851KA,Northwestern,-1.0,,-1.0,1.0,-1.0,
0,93YR721M7H,Georgetown,1.0,,-1.0,1.0,-1.0,
0,GW3PNGF5R7,UCLA,-1.0,,-1.0,-1.0,-1.0,
0,YWLJ75XTTG,JohnsHopkins,-1.0,,-1.0,1.0,-1.0,
0,FFL6TNI46J,UChicago,-1.0,,-1.0,1.0,-1.0,
0,ZLEZW6FQJO,MIT,1.0,,-1.0,1.0,-1.0,
0,SPOO5162CM,MIT,1.0,,-1.0,-1.0,1.0,
1,SPOO5162CM,Harvard,-1.0,,-1.0,-1.0,0.0,
2,SPOO5162CM,CalTech,-1.0,,-1.0,1.0,0.0,
0,XCDQ6DE629,Brown,-1.0,,-1.0,1.0,1.0,
1,XCDQ6DE629,Yale,1.0,,-1.0,1.0,1.0,
2,XCDQ6DE629,Harvard,-1.0,,-1.0,-1.0,-1.0,
0,VE5NX3HGN4,Dartmouth,-1.0,,-1.0,1.0,-1.0,
0,S4HYOIFK8J,Cornell,1.0,,-1.0,1.0,-1.0,
0,ZHY95LPSPU,UPenn,-1.0,,-1.0,1.0,1.0,
1,ZHY95LPSPU,Princeton,1.0,,-1.0,1.0,-1.0,
2,ZHY95LPSPU,Yale,-1.0,,-1.0,1.0,-1.0,
3,ZHY95LPSPU,Columbia,-1.0,,-1.0,1.0,-1.0,
4,ZHY95LPSPU,Harvard,-1.0,,-1.0,1.0,1.0,
5,ZHY95LPSPU,Stanford,-1.0,,-1.0,1.0,-1.0,
6,ZHY95LPSPU,Georgetown,-1.0,,-1.0,1.0,1.0,
0,86VFQFNWI5,UPenn,1.0,,-1.0,1.0,-1.0,
1,86VFQFNWI5,USC,-1.0,,-1.0,-1.0,1.0,
2,86VFQFNWI5,Northwestern,-1.0,,-1.0,1.0,0.0,
0,R9HWQLJPN9,NotreDame,1.0,,-1.0,1.0,1.0,
0,ADWOZ1651P,Stanford,-1.0,,-1.0,1.0,-1.0,
1,ADWOZ1651P,UCB,-1.0,,1.0,1.0,-1.0,
2,ADWOZ1651P,UCLA,-1.0,,-1.0,1.0,-1.0,
0,Q1JABGPYBQ,UChicago,1.0,,-1.0,-1.0,-1.0,
1,Q1JABGPYBQ,Cornell,1.0,,-1.0,1.0,-1.0,
2,Q1JABGPYBQ,USC,-1.0,,-1.0,1.0,-1.0,
0,RMXOWMDTMJ,Princeton,-1.0,,-1.0,1.0,-1.0,
1,RMXOWMDTMJ,Brown,-1.0,,-1.0,1.0,-1.0,
2,RMXOWMDTMJ,CarnegieMellon,-1.0,,-1.0,1.0,1.0,
3,RMXOWMDTMJ,Yale,-1.0,,-1.0,1.0,-1.0,
4,RMXOWMDTMJ,Dartmouth,-1.0,,-1.0,1.0,-1.0,
5,RMXOWMDTMJ,Harvard,-1.0,,-1.0,1.0,-1.0,
0,4RPVJXL5M4,Cornell,-1.0,,-1.0,1.0,1.0,
0,RG4NTU2GU4,Dartmouth,-1.0,,-1.0,1.0,-1.0,
1,RG4NTU2GU4,Stanford,1.0,,-1.0,-1.0,-1.0,
2,RG4NTU2GU4,Cornell,-1.0,,-1.0,1.0,-1.0,
3,RG4NTU2GU4,Duke,-1.0,,-1.0,1.0,-1.0,
4,RG4NTU2GU4,UCB,-1.0,,-1.0,-1.0,1.0,
5,RG4NTU2GU4,USC,-1.0,,-1.0,-1.0,1.0,
6,RG4NTU2GU4,Vanderbilt,-1.0,,-1.0,1.0,-1.0,
7,RG4NTU2GU4,NotreDame,-1.0,,-1.0,1.0,1.0,
0,J5ONS19GZB,UCLA,-1.0,,-1.0,-1.0,1.0,
0,SZNBJNAXWC,Princeton,-1.0,,-1.0,1.0,-1.0,
1,SZNBJNAXWC,MIT,1.0,,-1.0,1.0,-1.0,
2,SZNBJNAXWC,Yale,-1.0,,-1.0,1.0,-1.0,
3,SZNBJNAXWC,Dartmouth,-1.0,,-1.0,1.0,-1.0,
4,SZNBJNAXWC,Harvard,-1.0,,-1.0,1.0,-1.0,
5,SZNBJNAXWC,CalTech,1.0,,-1.0,1.0,1.0,
6,SZNBJNAXWC,Stanford,-1.0,,-1.0,1.0,-1.0,
0,CO6IKBC1DX,Duke,-1.0,,-1.0,1.0,-1.0,
1,CO6IKBC1DX,Vanderbilt,-1.0,,-1.0,1.0,-1.0,
0,6695QQDJ94,Stanford,1.0,,-1.0,1.0,-1.0,
1,6695QQDJ94,UCB,-1.0,,-1.0,1.0,0.0,
2,6695QQDJ94,UCLA,-1.0,,-1.0,1.0,0.0,
0,FBWW8BKUHO,Duke,-1.0,,-1.0,1.0,-1.0,
1,FBWW8BKUHO,Vanderbilt,-1.0,,-1.0,1.0,-1.0,
0,TSI5SAM2BJ,Yale,-1.0,,-1.0,1.0,-1.0,
1,TSI5SAM2BJ,UChicago,-1.0,,-1.0,1.0,1.0,
2,TSI5SAM2BJ,Dartmouth,-1.0,,-1.0,1.0,1.0,
0,69RTB6U6H9,NotreDame,-1.0,,-1.0,1.0,-1.0,
0,5KX08E0KUT,Vanderbilt,1.0,,-1.0,1.0,1.0,
0,CGIX7Q2CVC,Dartmouth,-1.0,,-1.0,1.0,1.0,
0,IYBWTJYQ3H,Brown,1.0,,1.0,1.0,1.0,
1,IYBWTJYQ3H,Yale,-1.0,,-1.0,1.0,0.0,
2,IYBWTJYQ3H,Harvard,-1.0,,-1.0,1.0,0.0,
3,IYBWTJYQ3H,Vanderbilt,-1.0,,-1.0,1.0,0.0,
0,SFO5HB5MJM,Brown,-1.0,,-1.0,1.0,-1.0,
1,SFO5HB5MJM,WashU,-1.0,,-1.0,-1.0,-1.0,
2,SFO5HB5MJM,Northwestern,-1.0,,-1.0,1.0,-1.0,
0,GTYGUD100X,Columbia,1.0,,-1.0,-1.0,-1.0,
1,GTYGUD100X,Dartmouth,-1.0,,-1.0,1.0,-1.0,
2,GTYGUD100X,Cornell,-1.0,,-1.0,-1.0,1.0,
3,GTYGUD100X,JohnsHopkins,-1.0,,-1.0,1.0,1.0,
0,LV7CAF0LHG,JohnsHopkins,-1.0,,-1.0,1.0,-1.0,
0,HD2C4AKPBE,Brown,-1.0,,-1.0,1.0,0.0,
1,HD2C4AKPBE,Dartmouth,-1.0,,-1.0,1.0,-1.0,
2,HD2C4AKPBE,Cornell,-1.0,,-1.0,1.0,0.0,
0,4LLUE0P71B,Princeton,-1.0,,-1.0,1.0,-1.0,
1,4LLUE0P71B,Brown,-1.0,,-1.0,1.0,-1.0,
2,4LLUE0P71B,Yale,1.0,,-1.0,1.0,-1.0,
3,4LLUE0P71B,UChicago,-1.0,,-1.0,1.0,0.0,
4,4LLUE0P71B,Harvard,-1.0,,-1.0,1.0,-1.0,
5,4LLUE0P71B,Stanford,-1.0,,-1.0,1.0,-1.0,
6,4LLUE0P71B,Georgetown,-1.0,,-1.0,1.0,1.0,
7,4LLUE0P71B,NotreDame,-1.0,,-1.0,1.0,1.0,
0,KYUCRNDG6J,UPenn,-1.0,,-1.0,1.0,1.0,
1,KYUCRNDG6J,Princeton,-1.0,,-1.0,1.0,1.0,
2,KYUCRNDG6J,Georgetown,-1.0,,-1.0,1.0,1.0,
3,KYUCRNDG6J,Vanderbilt,-1.0,,-1.0,1.0,1.0,
0,IANTWPEPUM,UPenn,-1.0,,-1.0,1.0,-1.0,
1,IANTWPEPUM,Princeton,-1.0,,-1.0,1.0,-1.0,
2,IANTWPEPUM,Yale,-1.0,,-1.0,1.0,-1.0,
3,IANTWPEPUM,Dartmouth,-1.0,,-1.0,1.0,-1.0,
4,IANTWPEPUM,Harvard,-1.0,,-1.0,1.0,-1.0,
5,IANTWPEPUM,Duke,1.0,,-1.0,-1.0,-1.0,
6,IANTWPEPUM,Emory,-1.0,,-1.0,1.0,-1.0,
7,IANTWPEPUM,Northwestern,-1.0,,-1.0,1.0,1.0,
0,PJJKFA7AX8,MIT,-1.0,,-1.0,1.0,-1.0,
1,PJJKFA7AX8,Dartmouth,-1.0,,-1.0,1.0,1.0,
2,PJJKFA7AX8,Duke,-1.0,,-1.0,1.0,-1.0,
3,PJJKFA7AX8,Georgetown,-1.0,,-1.0,1.0,1.0,
4,PJJKFA7AX8,JohnsHopkins,-1.0,,-1.0,1.0,-1.0,
5,PJJKFA7AX8,Vanderbilt,-1.0,,-1.0,-1.0,1.0,
0,6BLO5KS3UQ,UPenn,-1.0,,-1.0,1.0,1.0,
0,2D772HU6KT,UPenn,-1.0,,-1.0,-1.0,-1.0,
1,2D772HU6KT,Yale,-1.0,,-1.0,1.0,-1.0,
0,NW5D5HPZDP,MIT,1.0,,-1.0,1.0,-1.0,
1,NW5D5HPZDP,Columbia,-1.0,,-1.0,1.0,1.0,
2,NW5D5HPZDP,UCB,-1.0,,-1.0,-1.0,1.0,
0,U96QZ2BSAG,UPenn,-1.0,,-1.0,1.0,-1.0,
1,U96QZ2BSAG,Dartmouth,-1.0,,-1.0,1.0,-1.0,
2,U96QZ2BSAG,Harvard,-1.0,,-1.0,1.0,-1.0,
3,U96QZ2BSAG,Cornell,-1.0,,1.0,1.0,-1.0,
4,U96QZ2BSAG,JohnsHopkins,-1.0,,1.0,-1.0,-1.0,
0,DO2BIKDCBS,UCB,-1.0,,-1.0,1.0,1.0,
0,A94G8PPTD0,UPenn,1.0,,-1.0,1.0,1.0,
0,CYX3S3MF36,CarnegieMellon,-1.0,,-1.0,-1.0,-1.0,
1,CYX3S3MF36,Cornell,-1.0,,-1.0,1.0,1.0,
0,9MPKO7SATL,UChicago,1.0,,-1.0,1.0,1.0,
1,9MPKO7SATL,Columbia,1.0,,-1.0,1.0,-1.0,
2,9MPKO7SATL,UCB,-1.0,,-1.0,-1.0,0.0,
3,9MPKO7SATL,UCLA,-1.0,,-1.0,-1.0,0.0,
0,M8CLZQVN7Y,Princeton,-1.0,,-1.0,1.0,1.0,
1,M8CLZQVN7Y,Yale,-1.0,,-1.0,1.0,1.0,
2,M8CLZQVN7Y,Columbia,-1.0,,-1.0,1.0,1.0,
3,M8CLZQVN7Y,UCB,-1.0,,-1.0,-1.0,1.0,
4,M8CLZQVN7Y,UCLA,-1.0,,-1.0,-1.0,1.0,
5,M8CLZQVN7Y,USC,-1.0,,-1.0,-1.0,1.0,
0,MYL46NKXKT,UPenn,-1.0,,-1.0,1.0,-1.0,
1,MYL46NKXKT,CarnegieMellon,-1.0,,-1.0,1.0,1.0,
2,MYL46NKXKT,WashU,-1.0,,-1.0,1.0,1.0,
0,68WI5B2LZ9,UPenn,-1.0,,-1.0,1.0,-1.0,
1,68WI5B2LZ9,Cornell,-1.0,,-1.0,1.0,-1.0,
2,68WI5B2LZ9,UCB,-1.0,,-1.0,1.0,-1.0,
3,68WI5B2LZ9,UCLA,-1.0,,-1.0,1.0,1.0,
0,4O7WXNIO29,Dartmouth,1.0,,1.0,1.0,1.0,
0,MPM6Z4VPSU,UChicago,-1.0,,-1.0,1.0,-1.0,
1,MPM6Z4VPSU,Columbia,-1.0,,-1.0,1.0,-1.0,
2,MPM6Z4VPSU,Stanford,-1.0,,-1.0,1.0,-1.0,
3,MPM6Z4VPSU,Vanderbilt,-1.0,,-1.0,1.0,-1.0,
4,MPM6Z4VPSU,WashU,-1.0,,-1.0,1.0,1.0,
0,9ZSNNUGFJ7,UPenn,-1.0,,-1.0,-1.0,1.0,
1,9ZSNNUGFJ7,Princeton,-1.0,,-1.0,1.0,1.0,
2,9ZSNNUGFJ7,Harvard,-1.0,,-1.0,1.0,-1.0,
3,9ZSNNUGFJ7,Cornell,-1.0,,-1.0,1.0,1.0,
4,9ZSNNUGFJ7,WashU,-1.0,,-1.0,1.0,1.0,
0,GFK1JP2WTG,Harvard,-1.0,,-1.0,1.0,-1.0,
1,GFK1JP2WTG,Georgetown,-1.0,,-1.0,1.0,-1.0,
2,GFK1JP2WTG,JohnsHopkins,-1.0,,-1.0,1.0,1.0,
0,TBFOG96R1E,UPenn,-1.0,,-1.0,-1.0,0.0,
1,TBFOG96R1E,Brown,-1.0,,-1.0,1.0,0.0,
2,TBFOG96R1E,UChicago,1.0,,-1.0,1.0,1.0,
3,TBFOG96R1E,Cornell,-1.0,,-1.0,1.0,0.0,
0,K6HV051HPF,UPenn,-1.0,,-1.0,1.0,-1.0,
1,K6HV051HPF,Brown,-1.0,,-1.0,1.0,-1.0,
2,K6HV051HPF,Yale,1.0,,-1.0,1.0,-1.0,
3,K6HV051HPF,Duke,-1.0,,1.0,-1.0,1.0,
4,K6HV051HPF,JohnsHopkins,-1.0,,-1.0,1.0,1.0,
5,K6HV051HPF,WashU,-1.0,,-1.0,1.0,1.0,
0,8G78VX79K4,Emory,-1.0,,-1.0,-1.0,1.0,
0,ZY6IMFGUB9,Princeton,-1.0,,-1.0,1.0,1.0,
1,ZY6IMFGUB9,MIT,1.0,,-1.0,1.0,1.0,
2,ZY6IMFGUB9,Harvard,-1.0,,-1.0,1.0,-1.0,
3,ZY6IMFGUB9,CalTech,1.0,,-1.0,1.0,1.0,
4,ZY6IMFGUB9,Stanford,-1.0,,-1.0,1.0,1.0,
0,RRKZ368KCO,NotreDame,-1.0,,-1.0,1.0,-1.0,
0,UEP3YKFKMC,UPenn,-1.0,,-1.0,1.0,-1.0,
1,UEP3YKFKMC,Princeton,-1.0,,-1.0,-1.0,-1.0,
2,UEP3YKFKMC,Brown,-1.0,,-1.0,1.0,-1.0,
3,UEP3YKFKMC,Yale,1.0,,-1.0,1.0,-1.0,
4,UEP3YKFKMC,Dartmouth,-1.0,,-1.0,1.0,-1.0,
5,UEP3YKFKMC,Harvard,-1.0,,-1.0,1.0,-1.0,
6,UEP3YKFKMC,Duke,-1.0,,-1.0,1.0,-1.0,
7,UEP3YKFKMC,Georgetown,-1.0,,-1.0,1.0,1.0,
0,F29FPBWFGX,Princeton,-1.0,,-1.0,1.0,-1.0,
1,F29FPBWFGX,Brown,-1.0,,-1.0,1.0,-1.0,
2,F29FPBWFGX,Dartmouth,-1.0,,-1.0,1.0,-1.0,
3,F29FPBWFGX,Harvard,1.0,,-1.0,1.0,-1.0,
4,F29FPBWFGX,Georgetown,-1.0,,-1.0,1.0,1.0,
5,F29FPBWFGX,NotreDame,-1.0,,-1.0,1.0,1.0,
0,43H26KVNA0,Brown,-1.0,,-1.0,1.0,-1.0,
1,43H26KVNA0,Georgetown,1.0,,-1.0,1.0,-1.0,
2,43H26KVNA0,Vanderbilt,-1.0,,-1.0,1.0,-1.0,
3,43H26KVNA0,WashU,-1.0,,-1.0,1.0,-1.0,
0,HRAHJCXIOX,UPenn,1.0,,-1.0,1.0,1.0,
1,HRAHJCXIOX,UCB,-1.0,,-1.0,-1.0,1.0,
0,02ON742D86,UPenn,-1.0,,-1.0,1.0,-1.0,
1,02ON742D86,MIT,-1.0,,-1.0,1.0,-1.0,
2,02ON742D86,CarnegieMellon,-1.0,,-1.0,1.0,1.0,
3,02ON742D86,Columbia,-1.0,,-1.0,1.0,-1.0,
4,02ON742D86,Harvard,-1.0,,-1.0,1.0,-1.0,
5,02ON742D86,Stanford,1.0,,-1.0,1.0,-1.0,
6,02ON742D86,Duke,-1.0,,-1.0,1.0,1.0,
7,02ON742D86,UCB,-1.0,,-1.0,1.0,1.0,
8,02ON742D86,UCLA,-1.0,,-1.0,1.0,1.0,
9,02ON742D86,USC,-1.0,,-1.0,1.0,1.0,
10,02ON742D86,JohnsHopkins,-1.0,,-1.0,1.0,1.0,
11,02ON742D86,NotreDame,-1.0,,-1.0,1.0,1.0,
0,JHUH0G9AT7,Cornell,-1.0,,-1.0,1.0,-1.0,
1,JHUH0G9AT7,UCB,-1.0,,-1.0,1.0,-1.0,
2,JHUH0G9AT7,UCLA,-1.0,,-1.0,1.0,-1.0,
3,JHUH0G9AT7,USC,-1.0,,-1.0,1.0,-1.0,
4,JHUH0G9AT7,JohnsHopkins,-1.0,,-1.0,1.0,-1.0,
0,1H4Y55EJRK,UPenn,-1.0,,-1.0,1.0,-1.0,
1,1H4Y55EJRK,Princeton,-1.0,,-1.0,1.0,-1.0,
2,1H4Y55EJRK,CarnegieMellon,-1.0,,-1.0,1.0,1.0,
3,1H4Y55EJRK,Yale,-1.0,,-1.0,1.0,-1.0,
4,1H4Y55EJRK,Harvard,-1.0,,-1.0,1.0,-1.0,
5,1H4Y55EJRK,Stanford,-1.0,,-1.0,-1.0,-1.0,
6,1H4Y55EJRK,UCB,-1.0,,-1.0,-1.0,1.0,
7,1H4Y55EJRK,UCLA,-1.0,,-1.0,-1.0,1.0,
8,1H4Y55EJRK,USC,-1.0,,-1.0,-1.0,1.0,
9,1H4Y55EJRK,WashU,-1.0,,-1.0,1.0,1.0,
0,LG87TOE4DA,UPenn,-1.0,,-1.0,1.0,1.0,
1,LG87TOE4DA,Yale,-1.0,,-1.0,1.0,-1.0,
2,LG87TOE4DA,Columbia,-1.0,,-1.0,-1.0,-1.0,
3,LG87TOE4DA,Dartmouth,-1.0,,-1.0,1.0,-1.0,
4,LG87TOE4DA,Harvard,-1.0,,-1.0,1.0,1.0,
5,LG87TOE4DA,Cornell,-1.0,,-1.0,-1.0,1.0,
0,NE792CELK1,UPenn,-1.0,,-1.0,1.0,-1.0,
1,NE792CELK1,Princeton,1.0,,-1.0,1.0,-1.0,
2,NE792CELK1,Duke,-1.0,,-1.0,1.0,-1.0,
3,NE792CELK1,Georgetown,-1.0,,-1.0,1.0,-1.0,
4,NE792CELK1,Vanderbilt,-1.0,,-1.0,1.0,1.0,
0,BGBDP86ZS2,UPenn,1.0,,-1.0,1.0,-1.0,
1,BGBDP86ZS2,UCLA,-1.0,,-1.0,-1.0,0.0,
0,I8GWAHB38H,Brown,-1.0,,-1.0,1.0,1.0,
1,I8GWAHB38H,Yale,-1.0,,-1.0,1.0,-1.0,
2,I8GWAHB38H,UChicago,-1.0,,-1.0,1.0,0.0,
3,I8GWAHB38H,WashU,-1.0,,-1.0,1.0,-1.0,
4,I8GWAHB38H,Northwestern,-1.0,,-1.0,1.0,1.0,
0,SETK6EWEXQ,UChicago,-1.0,,-1.0,1.0,-1.0,
1,SETK6EWEXQ,Stanford,-1.0,,-1.0,-1.0,0.0,
2,SETK6EWEXQ,UCB,-1.0,,-1.0,-1.0,1.0,
3,SETK6EWEXQ,UCLA,-1.0,,-1.0,-1.0,-1.0,
4,SETK6EWEXQ,Northwestern,-1.0,,-1.0,1.0,-1.0,
0,8NE1TT2EVH,Princeton,-1.0,,-1.0,1.0,-1.0,
1,8NE1TT2EVH,Stanford,-1.0,,-1.0,-1.0,-1.0,
2,8NE1TT2EVH,UCB,-1.0,,-1.0,-1.0,-1.0,
3,8NE1TT2EVH,UCLA,-1.0,,-1.0,-1.0,-1.0,
4,8NE1TT2EVH,WashU,-1.0,,-1.0,1.0,-1.0,
5,8NE1TT2EVH,Northwestern,-1.0,,-1.0,1.0,-1.0,
0,B0HVMF60HS,UCB,-1.0,,-1.0,-1.0,1.0,
0,C0JSM9FYKO,Princeton,-1.0,,-1.0,1.0,0.0,
1,C0JSM9FYKO,CarnegieMellon,-1.0,,-1.0,1.0,1.0,
2,C0JSM9FYKO,Duke,-1.0,,-1.0,1.0,0.0,
3,C0JSM9FYKO,Emory,-1.0,,-1.0,-1.0,1.0,
4,C0JSM9FYKO,Vanderbilt,-1.0,,-1.0,1.0,0.0,
5,C0JSM9FYKO,NotreDame,-1.0,,-1.0,1.0,0.0,
0,OPWYMKCHAQ,UChicago,1.0,,-1.0,1.0,1.0,
0,XDYQ9T4DAU,JohnsHopkins,1.0,,-1.0,1.0,1.0,
0,P2D3NONHZ5,UPenn,1.0,,-1.0,1.0,-1.0,
1,P2D3NONHZ5,CarnegieMellon,-1.0,,-1.0,1.0,0.0,
2,P2D3NONHZ5,Columbia,-1.0,,-1.0,1.0,0.0,
3,P2D3NONHZ5,Stanford,-1.0,,-1.0,1.0,0.0,
4,P2D3NONHZ5,Duke,-1.0,,-1.0,1.0,0.0,
0,MC5UOQOY6K,Georgetown,-1.0,,-1.0,1.0,1.0,
0,FU91M74BOB,Stanford,1.0,,1.0,1.0,1.0,
0,XM9OO05G8S,MIT,-1.0,,-1.0,1.0,-1.0,
1,XM9OO05G8S,Yale,-1.0,,-1.0,1.0,-1.0,
2,XM9OO05G8S,Rice,-1.0,,-1.0,-1.0,-1.0,
0,ADWJN5D2NN,JohnsHopkins,-1.0,,-1.0,1.0,1.0,
1,ADWJN5D2NN,WashU,-1.0,,1.0,1.0,1.0,
0,IV6WE9NUCU,Yale,-1.0,,-1.0,1.0,-1.0,
1,IV6WE9NUCU,Harvard,-1.0,,-1.0,1.0,-1.0,
0,1E1YWST5RJ,UPenn,1.0,,-1.0,-1.0,1.0,
1,1E1YWST5RJ,Princeton,-1.0,,-1.0,1.0,0.0,
2,1E1YWST5RJ,MIT,-1.0,,-1.0,1.0,0.0,
3,1E1YWST5RJ,CarnegieMellon,-1.0,,-1.0,-1.0,0.0,
4,1E1YWST5RJ,UChicago,-1.0,,-1.0,1.0,-1.0,
5,1E1YWST5RJ,Rice,-1.0,,-1.0,1.0,0.0,
6,1E1YWST5RJ,Cornell,-1.0,,-1.0,1.0,0.0,
7,1E1YWST5RJ,Georgetown,-1.0,,-1.0,1.0,0.0,
8,1E1YWST5RJ,JohnsHopkins,-1.0,,-1.0,1.0,0.0,
0,SVZKYLX8SP,Princeton,-1.0,,-1.0,1.0,0.0,
1,SVZKYLX8SP,Brown,-1.0,,-1.0,1.0,0.0,
2,SVZKYLX8SP,Yale,-1.0,,-1.0,1.0,0.0,
3,SVZKYLX8SP,UChicago,-1.0,,-1.0,1.0,-1.0,
4,SVZKYLX8SP,Dartmouth,-1.0,,-1.0,1.0,0.0,
5,SVZKYLX8SP,Harvard,-1.0,,-1.0,1.0,0.0,
6,SVZKYLX8SP,Stanford,1.0,,1.0,1.0,-1.0,
7,SVZKYLX8SP,Cornell,-1.0,,-1.0,1.0,0.0,
8,SVZKYLX8SP,Duke,-1.0,,-1.0,1.0,0.0,
9,SVZKYLX8SP,Northwestern,-1.0,,-1.0,1.0,-1.0,
0,ES5U2PCVA9,UPenn,-1.0,,-1.0,1.0,1.0,
1,ES5U2PCVA9,Princeton,-1.0,,-1.0,1.0,-1.0,
2,ES5U2PCVA9,Brown,-1.0,,-1.0,1.0,1.0,
3,ES5U2PCVA9,Yale,-1.0,,-1.0,1.0,-1.0,
4,ES5U2PCVA9,Harvard,-1.0,,-1.0,1.0,-1.0,
5,ES5U2PCVA9,Rice,-1.0,,-1.0,1.0,-1.0,
6,ES5U2PCVA9,Stanford,-1.0,,-1.0,1.0,-1.0,
7,ES5U2PCVA9,Duke,-1.0,,-1.0,1.0,1.0,
8,ES5U2PCVA9,UCB,-1.0,,-1.0,1.0,1.0,
9,ES5U2PCVA9,UCLA,-1.0,,-1.0,1.0,1.0,
10,ES5U2PCVA9,USC,-1.0,,-1.0,1.0,1.0,
11,ES5U2PCVA9,WashU,-1.0,,-1.0,1.0,-1.0,
0,OWBJ4O4AEA,UChicago,-1.0,,-1.0,1.0,-1.0,
1,OWBJ4O4AEA,USC,-1.0,,-1.0,1.0,1.0,
0,LS98HWFEGM,Dartmouth,-1.0,,-1.0,1.0,-1.0,
1,LS98HWFEGM,Harvard,1.0,,-1.0,1.0,-1.0,
2,LS98HWFEGM,Stanford,-1.0,,-1.0,1.0,-1.0,
3,LS98HWFEGM,Duke,-1.0,,-1.0,1.0,-1.0,
4,LS98HWFEGM,Georgetown,-1.0,,-1.0,1.0,-1.0,
0,QZ90DK6NJX,UCB,-1.0,,-1.0,-1.0,1.0,
1,QZ90DK6NJX,UCLA,-1.0,,-1.0,-1.0,-1.0,
0,6TRNP2MIBP,Brown,1.0,,-1.0,1.0,1.0,
1,6TRNP2MIBP,USC,-1.0,,-1.0,1.0,1.0,
0,XCBSEYS51A,Brown,-1.0,,-1.0,1.0,-1.0,
1,XCBSEYS51A,Dartmouth,-1.0,,-1.0,1.0,-1.0,
2,XCBSEYS51A,Emory,-1.0,,-1.0,1.0,1.0,
3,XCBSEYS51A,Northwestern,-1.0,,-1.0,1.0,1.0,
0,5PGRFRPVEK,Stanford,-1.0,,1.0,-1.0,1.0,
0,269IAEOZUV,UPenn,-1.0,,-1.0,1.0,-1.0,
1,269IAEOZUV,Yale,-1.0,,-1.0,1.0,-1.0,
2,269IAEOZUV,UChicago,1.0,,-1.0,1.0,-1.0,
3,269IAEOZUV,Dartmouth,-1.0,,-1.0,1.0,-1.0,
4,269IAEOZUV,Harvard,-1.0,,-1.0,1.0,0.0,
5,269IAEOZUV,USC,-1.0,,-1.0,1.0,-1.0,
6,269IAEOZUV,Vanderbilt,-1.0,,-1.0,1.0,-1.0,
7,269IAEOZUV,Northwestern,-1.0,,-1.0,1.0,-1.0,
0,039KUI8JUJ,UPenn,1.0,,-1.0,1.0,-1.0,
0,ZPDXNSXVOE,Dartmouth,-1.0,,-1.0,1.0,1.0,
0,F3MGC0UYU8,Stanford,-1.0,,-1.0,-1.0,-1.0,
1,F3MGC0UYU8,UCB,-1.0,,-1.0,-1.0,-1.0,
2,F3MGC0UYU8,UCLA,-1.0,,-1.0,-1.0,-1.0,
3,F3MGC0UYU8,USC,-1.0,,-1.0,-1.0,-1.0,
0,SQ7ZADAAPP,UPenn,1.0,,-1.0,1.0,1.0,
1,SQ7ZADAAPP,Columbia,-1.0,,-1.0,1.0,0.0,
2,SQ7ZADAAPP,Stanford,-1.0,,-1.0,-1.0,0.0,
3,SQ7ZADAAPP,UCB,-1.0,,-1.0,-1.0,0.0,
0,MS8RSKTCX5,UCB,-1.0,,-1.0,-1.0,1.0,
0,MVH6Q78I0C,Brown,-1.0,,-1.0,1.0,-1.0,
1,MVH6Q78I0C,Vanderbilt,-1.0,,-1.0,1.0,-1.0,
0,78RMRQSJ91,Harvard,-1.0,,-1.0,1.0,1.0,
0,47CFMW0I7I,CarnegieMellon,-1.0,,-1.0,-1.0,-1.0,
0,NU4IEBJLMI,UCB,-1.0,,-1.0,-1.0,-1.0,
1,NU4IEBJLMI,UCLA,-1.0,,-1.0,-1.0,1.0,
2,NU4IEBJLMI,USC,-1.0,,-1.0,-1.0,1.0,
0,ZDVB9L5FUJ,Brown,-1.0,,-1.0,1.0,1.0,
1,ZDVB9L5FUJ,MIT,1.0,,-1.0,1.0,1.0,
2,ZDVB9L5FUJ,JohnsHopkins,-1.0,,-1.0,-1.0,1.0,
0,T0SSHVH6E2,Dartmouth,-1.0,,-1.0,1.0,1.0,
1,T0SSHVH6E2,Stanford,-1.0,,-1.0,1.0,-1.0,
2,T0SSHVH6E2,Northwestern,-1.0,,-1.0,1.0,1.0,
0,GA63ICEUII,Harvard,1.0,,-1.0,1.0,1.0,
0,JN8R2PSJAN,Harvard,-1.0,,-1.0,1.0,1.0,
0,CGU2WOOANX,UChicago,-1.0,,-1.0,1.0,1.0,
