,studentID,collegeID,earlyAppl,visited,alumni,outofstate,acceptStatus,acceptProb
0,DAXR3NEKXR,USC,-1.0,,-1.0,1.0,1.0,
0,QXC158HNUS,UChicago,-1.0,,-1.0,1.0,0.0,
1,QXC158HNUS,Columbia,1.0,,-1.0,1.0,1.0,
2,QXC158HNUS,Harvard,-1.0,,-1.0,1.0,0.0,
3,QXC158HNUS,Georgetown,-1.0,,-1.0,1.0,0.0,
0,YYI7V2I17I,Stanford,-1.0,,-1.0,1.0,-1.0,
0,5MV5MVRMOG,Brown,-1.0,,-1.0,1.0,-1.0,
1,5MV5MVRMOG,Columbia,-1.0,,-1.0,1.0,-1.0,
2,5MV5MVRMOG,Stanford,-1.0,,-1.0,-1.0,-1.0,
3,5MV5MVRMOG,UCB,-1.0,,-1.0,-1.0,-1.0,
4,5MV5MVRMOG,UCLA,-1.0,,-1.0,-1.0,-1.0,
5,5MV5MVRMOG,USC,-1.0,,-1.0,-1.0,-1.0,
0,ULLVS83K1C,Georgetown,1.0,,-1.0,1.0,-1.0,
1,ULLVS83K1C,JohnsHopkins,-1.0,,-1.0,1.0,-1.0,
0,9SL24YWO86,Brown,-1.0,,-1.0,1.0,-1.0,
1,9SL24YWO86,Yale,-1.0,,-1.0,1.0,-1.0,
2,9SL24YWO86,Columbia,-1.0,,-1.0,1.0,-1.0,
3,9SL24YWO86,Harvard,-1.0,,-1.0,1.0,1.0,
0,BXSW5266VB,Rice,-1.0,,-1.0,-1.0,1.0,
0,M6KS1ESMPH,UPenn,-1.0,,-1.0,1.0,-1.0,
1,M6KS1ESMPH,NotreDame,-1.0,,-1.0,1.0,0.0,
0,MUZ92QXS1U,UPenn,-1.0,,-1.0,1.0,-1.0,
1,MUZ92QXS1U,Princeton,-1.0,,-1.0,1.0,-1.0,
2,MUZ92QXS1U,Brown,-1.0,,-1.0,1.0,-1.0,
3,MUZ92QXS1U,Harvard,-1.0,,-1.0,1.0,-1.0,
4,MUZ92QXS1U,Stanford,-1.0,,-1.0,-1.0,-1.0,
5,MUZ92QXS1U,Duke,-1.0,,-1.0,1.0,-1.0,
6,MUZ92QXS1U,UCB,-1.0,,-1.0,-1.0,-1.0,
7,MUZ92QXS1U,UCLA,-1.0,,-1.0,-1.0,-1.0,
8,MUZ92QXS1U,USC,-1.0,,1.0,-1.0,-1.0,
9,MUZ92QXS1U,WashU,-1.0,,-1.0,1.0,-1.0,
10,MUZ92QXS1U,Northwestern,-1.0,,-1.0,1.0,-1.0,
0,IHYLGA5GS7,Brown,-1.0,,-1.0,1.0,1.0,
1,IHYLGA5GS7,MIT,1.0,,-1.0,1.0,-1.0,
0,SR15YZQ4M0,Vanderbilt,-1.0,,-1.0,1.0,-1.0,
0,LZ3FCL5STR,UCB,-1.0,,-1.0,-1.0,-1.0,
0,841LIYYUBE,Princeton,-1.0,,-1.0,1.0,-1.0,
1,841LIYYUBE,MIT,-1.0,,-1.0,1.0,-1.0,
2,841LIYYUBE,Yale,-1.0,,-1.0,1.0,-1.0,
3,841LIYYUBE,UChicago,-1.0,,-1.0,1.0,-1.0,
4,841LIYYUBE,Columbia,-1.0,,-1.0,1.0,-1.0,
5,841LIYYUBE,Harvard,-1.0,,-1.0,1.0,-1.0,
6,841LIYYUBE,CalTech,-1.0,,-1.0,1.0,1.0,
7,841LIYYUBE,Stanford,-1.0,,-1.0,1.0,-1.0,
0,QEQ6DGZFC7,UPenn,-1.0,,-1.0,1.0,-1.0,
1,QEQ6DGZFC7,Yale,-1.0,,-1.0,1.0,1.0,
2,QEQ6DGZFC7,Dartmouth,-1.0,,-1.0,1.0,1.0,
3,QEQ6DGZFC7,Harvard,1.0,,-1.0,1.0,1.0,
4,QEQ6DGZFC7,Cornell,-1.0,,-1.0,-1.0,-1.0,
5,QEQ6DGZFC7,UCLA,-1.0,,-1.0,1.0,1.0,
6,QEQ6DGZFC7,USC,-1.0,,-1.0,1.0,1.0,
7,QEQ6DGZFC7,Georgetown,-1.0,,-1.0,1.0,1.0,
8,QEQ6DGZFC7,Vanderbilt,-1.0,,-1.0,1.0,1.0,
9,QEQ6DGZFC7,Northwestern,1.0,,-1.0,1.0,-1.0,
0,T4Z0N5OC98,Rice,1.0,,-1.0,-1.0,-1.0,
0,CYB0MP1RFA,Emory,-1.0,,-1.0,1.0,-1.0,
1,CYB0MP1RFA,Vanderbilt,-1.0,,-1.0,1.0,-1.0,
0,NV157FT5PK,Stanford,-1.0,,-1.0,1.0,1.0,
0,DA50F809IU,UCLA,-1.0,,-1.0,-1.0,1.0,
0,97TOFAWF9M,UCB,-1.0,,-1.0,-1.0,-1.0,
1,97TOFAWF9M,USC,-1.0,,-1.0,-1.0,-1.0,
0,N6H5WMNBE5,CalTech,1.0,,-1.0,-1.0,1.0,
1,N6H5WMNBE5,Stanford,-1.0,,-1.0,-1.0,-1.0,
2,N6H5WMNBE5,UCB,-1.0,,-1.0,-1.0,-1.0,
3,N6H5WMNBE5,UCLA,-1.0,,-1.0,-1.0,-1.0,
0,Z3S1GSVH06,Yale,1.0,,-1.0,1.0,1.0,
0,Q4TZPNRONY,Princeton,-1.0,,-1.0,1.0,0.0,
1,Q4TZPNRONY,MIT,-1.0,,-1.0,1.0,1.0,
2,Q4TZPNRONY,Yale,-1.0,,-1.0,1.0,0.0,
0,G879959G8F,Georgetown,1.0,,1.0,1.0,-1.0,
1,G879959G8F,Northwestern,-1.0,,-1.0,1.0,1.0,
0,BANMZWFZ0G,UPenn,1.0,,-1.0,1.0,-1.0,
1,BANMZWFZ0G,CarnegieMellon,-1.0,,-1.0,1.0,1.0,
2,BANMZWFZ0G,Dartmouth,-1.0,,-1.0,1.0,-1.0,
3,BANMZWFZ0G,Georgetown,-1.0,,-1.0,1.0,1.0,
4,BANMZWFZ0G,WashU,-1.0,,-1.0,1.0,-1.0,
0,N8R12AJHBT,Stanford,-1.0,,-1.0,1.0,-1.0,
1,N8R12AJHBT,UCB,-1.0,,-1.0,1.0,1.0,
2,N8R12AJHBT,Vanderbilt,-1.0,,-1.0,1.0,1.0,
3,N8R12AJHBT,Northwestern,-1.0,,-1.0,1.0,-1.0,
0,QI19AHFKK4,Duke,-1.0,,-1.0,1.0,0.0,
1,QI19AHFKK4,Georgetown,-1.0,,-1.0,1.0,0.0,
2,QI19AHFKK4,Vanderbilt,-1.0,,-1.0,1.0,0.0,
3,QI19AHFKK4,WashU,-1.0,,-1.0,1.0,-1.0,
4,QI19AHFKK4,Northwestern,-1.0,,-1.0,1.0,0.0,
0,75MXGNEGX5,CarnegieMellon,-1.0,,-1.0,1.0,-1.0,
1,75MXGNEGX5,Cornell,-1.0,,-1.0,1.0,-1.0,
2,75MXGNEGX5,USC,-1.0,,-1.0,1.0,-1.0,
0,FD0K7DE0CM,Stanford,-1.0,,-1.0,-1.0,-1.0,
1,FD0K7DE0CM,UCB,-1.0,,-1.0,-1.0,1.0,
2,FD0K7DE0CM,UCLA,-1.0,,-1.0,-1.0,1.0,
0,S0J7W9XOJI,Princeton,-1.0,,-1.0,1.0,-1.0,
1,S0J7W9XOJI,Yale,1.0,,-1.0,-1.0,-1.0,
2,S0J7W9XOJI,Harvard,-1.0,,-1.0,1.0,-1.0,
3,S0J7W9XOJI,Cornell,-1.0,,1.0,1.0,1.0,
0,5B1CKMFEA9,Dartmouth,-1.0,,-1.0,1.0,0.0,
1,5B1CKMFEA9,CalTech,1.0,,-1.0,1.0,1.0,
2,5B1CKMFEA9,Stanford,-1.0,,1.0,1.0,0.0,
0,PF5NCGC3XZ,Columbia,-1.0,,-1.0,-1.0,-1.0,
0,0OM82EVPMU,Princeton,-1.0,,-1.0,-1.0,-1.0,
1,0OM82EVPMU,Harvard,1.0,,-1.0,1.0,-1.0,
2,0OM82EVPMU,Cornell,-1.0,,-1.0,1.0,-1.0,
0,6BP97CZR76,UCB,-1.0,,-1.0,-1.0,-1.0,
1,6BP97CZR76,UCLA,-1.0,,-1.0,-1.0,-1.0,
0,WTSNPG1PYE,MIT,1.0,,-1.0,1.0,-1.0,
1,WTSNPG1PYE,UChicago,1.0,,-1.0,1.0,1.0,
2,WTSNPG1PYE,JohnsHopkins,1.0,,-1.0,-1.0,1.0,
0,SWXQJCFKBU,UChicago,-1.0,,-1.0,1.0,0.0,
1,SWXQJCFKBU,WashU,-1.0,,-1.0,1.0,-1.0,
0,PXSVLPZ6LX,Yale,1.0,,-1.0,1.0,-1.0,
0,24CYK7XUI3,Vanderbilt,-1.0,,-1.0,1.0,0.0,
1,24CYK7XUI3,Northwestern,1.0,,1.0,1.0,-1.0,
0,R3V64JTAN2,Yale,-1.0,,-1.0,1.0,1.0,
0,CEFRUKIUMV,MIT,-1.0,,-1.0,1.0,-1.0,
1,CEFRUKIUMV,Yale,-1.0,,-1.0,1.0,1.0,
2,CEFRUKIUMV,Harvard,-1.0,,-1.0,1.0,-1.0,
3,CEFRUKIUMV,Stanford,-1.0,,-1.0,1.0,-1.0,
0,5EEUN8JDXF,Harvard,-1.0,,-1.0,1.0,-1.0,
1,5EEUN8JDXF,JohnsHopkins,-1.0,,-1.0,-1.0,-1.0,
0,P27F0IGPCI,Georgetown,1.0,,-1.0,1.0,1.0,
0,FZE85N6BBB,UCB,-1.0,,-1.0,-1.0,1.0,
0,T0A2R6MARG,Princeton,-1.0,,-1.0,1.0,-1.0,
1,T0A2R6MARG,Yale,-1.0,,-1.0,1.0,-1.0,
2,T0A2R6MARG,Harvard,-1.0,,-1.0,1.0,-1.0,
3,T0A2R6MARG,Rice,-1.0,,-1.0,1.0,-1.0,
4,T0A2R6MARG,Stanford,1.0,,-1.0,1.0,1.0,
5,T0A2R6MARG,Duke,-1.0,,-1.0,1.0,1.0,
6,T0A2R6MARG,Vanderbilt,-1.0,,-1.0,1.0,1.0,
0,FTL63D6ZG6,Vanderbilt,-1.0,,-1.0,1.0,1.0,
0,ZXK3QBDM3D,Stanford,-1.0,,-1.0,1.0,-1.0,
1,ZXK3QBDM3D,UCB,-1.0,,-1.0,1.0,1.0,
2,ZXK3QBDM3D,UCLA,-1.0,,-1.0,1.0,1.0,
0,60R0FKUUFQ,Princeton,1.0,,-1.0,1.0,1.0,
1,60R0FKUUFQ,Cornell,-1.0,,-1.0,1.0,0.0,
0,R3QBTOP1PU,UPenn,-1.0,,-1.0,1.0,1.0,
1,R3QBTOP1PU,Brown,-1.0,,-1.0,1.0,-1.0,
2,R3QBTOP1PU,MIT,-1.0,,1.0,1.0,-1.0,
3,R3QBTOP1PU,CarnegieMellon,-1.0,,-1.0,1.0,1.0,
0,0PMX28RUZF,Duke,1.0,,-1.0,1.0,-1.0,
0,3GCK3WPEOL,Dartmouth,-1.0,,-1.0,-1.0,-1.0,
1,3GCK3WPEOL,Cornell,-1.0,,-1.0,1.0,-1.0,
0,AQ1M9TLLNX,Harvard,-1.0,,-1.0,1.0,0.0,
1,AQ1M9TLLNX,Stanford,1.0,,1.0,1.0,1.0,
0,WWXUROLT0K,UCLA,-1.0,,-1.0,-1.0,1.0,
1,WWXUROLT0K,USC,-1.0,,-1.0,-1.0,1.0,
2,WWXUROLT0K,NotreDame,-1.0,,-1.0,1.0,-1.0,
3,WWXUROLT0K,Northwestern,-1.0,,-1.0,1.0,-1.0,
0,XPWVPBN7CA,Stanford,-1.0,,-1.0,-1.0,0.0,
1,XPWVPBN7CA,UCB,-1.0,,-1.0,-1.0,-1.0,
2,XPWVPBN7CA,UCLA,-1.0,,1.0,-1.0,1.0,
3,XPWVPBN7CA,Georgetown,-1.0,,-1.0,1.0,0.0,
4,XPWVPBN7CA,NotreDame,-1.0,,1.0,1.0,0.0,
0,MZGE04Q396,Brown,-1.0,,-1.0,1.0,0.0,
1,MZGE04Q396,Columbia,-1.0,,-1.0,1.0,-1.0,
2,MZGE04Q396,CalTech,-1.0,,-1.0,-1.0,0.0,
3,MZGE04Q396,Stanford,1.0,,-1.0,-1.0,-1.0,
4,MZGE04Q396,Cornell,-1.0,,-1.0,1.0,-1.0,
5,MZGE04Q396,Duke,-1.0,,-1.0,1.0,1.0,
6,MZGE04Q396,UCB,-1.0,,-1.0,-1.0,1.0,
7,MZGE04Q396,UCLA,-1.0,,-1.0,-1.0,1.0,
0,IOAT0A4GJN,USC,-1.0,,-1.0,1.0,-1.0,
0,XCN6JHPIQL,UCB,-1.0,,-1.0,-1.0,-1.0,
1,XCN6JHPIQL,UCLA,-1.0,,-1.0,-1.0,-1.0,
2,XCN6JHPIQL,USC,1.0,,-1.0,-1.0,-1.0,
0,NUU4UDUFEG,WashU,-1.0,,-1.0,1.0,-1.0,
0,PFB8T35K3B,Yale,-1.0,,-1.0,1.0,-1.0,
1,PFB8T35K3B,JohnsHopkins,-1.0,,-1.0,1.0,-1.0,
0,EUG6H6V0LB,CarnegieMellon,-1.0,,-1.0,1.0,1.0,
1,EUG6H6V0LB,Columbia,-1.0,,-1.0,-1.0,-1.0,
0,HW1IGN16QB,CarnegieMellon,-1.0,,-1.0,1.0,1.0,
1,HW1IGN16QB,Columbia,-1.0,,-1.0,1.0,-1.0,
2,HW1IGN16QB,Stanford,-1.0,,1.0,1.0,-1.0,
3,HW1IGN16QB,Cornell,-1.0,,-1.0,1.0,-1.0,
4,HW1IGN16QB,UCB,-1.0,,-1.0,1.0,-1.0,
5,HW1IGN16QB,Northwestern,-1.0,,-1.0,1.0,-1.0,
0,YV3EYW76Y3,Cornell,1.0,,-1.0,-1.0,1.0,
1,YV3EYW76Y3,JohnsHopkins,-1.0,,-1.0,1.0,0.0,
0,W78E75CMMV,UPenn,-1.0,,-1.0,1.0,-1.0,
1,W78E75CMMV,UCB,-1.0,,-1.0,-1.0,-1.0,
2,W78E75CMMV,UCLA,-1.0,,-1.0,-1.0,-1.0,
3,W78E75CMMV,Northwestern,-1.0,,-1.0,1.0,-1.0,
0,R9301464H1,Princeton,-1.0,,-1.0,1.0,-1.0,
1,R9301464H1,Duke,-1.0,,-1.0,1.0,-1.0,
2,R9301464H1,UCB,-1.0,,-1.0,1.0,1.0,
3,R9301464H1,JohnsHopkins,-1.0,,-1.0,1.0,-1.0,
4,R9301464H1,WashU,-1.0,,-1.0,1.0,-1.0,
0,C2M93G9II0,UChicago,1.0,,-1.0,1.0,1.0,
0,CDYZ0UH34Q,Yale,-1.0,,-1.0,1.0,0.0,
1,CDYZ0UH34Q,UChicago,-1.0,,-1.0,1.0,0.0,
2,CDYZ0UH34Q,NotreDame,-1.0,,-1.0,1.0,1.0,
0,9ARSJ4N32S,Yale,-1.0,,-1.0,1.0,1.0,
1,9ARSJ4N32S,Harvard,-1.0,,-1.0,1.0,-1.0,
2,9ARSJ4N32S,Stanford,-1.0,,-1.0,-1.0,-1.0,
3,9ARSJ4N32S,UCB,-1.0,,-1.0,-1.0,1.0,
4,9ARSJ4N32S,UCLA,-1.0,,-1.0,-1.0,1.0,
5,9ARSJ4N32S,USC,-1.0,,-1.0,-1.0,1.0,
0,YVHZ2LSOJL,Cornell,-1.0,,-1.0,1.0,-1.0,
0,ECZ6LKWCJI,Brown,-1.0,,-1.0,1.0,-1.0,
1,ECZ6LKWCJI,CarnegieMellon,-1.0,,-1.0,1.0,1.0,
0,PBXMTOAQ92,UPenn,1.0,,-1.0,1.0,-1.0,
1,PBXMTOAQ92,CarnegieMellon,-1.0,,-1.0,1.0,0.0,
2,PBXMTOAQ92,UChicago,1.0,,1.0,1.0,1.0,
3,PBXMTOAQ92,Harvard,-1.0,,1.0,1.0,0.0,
4,PBXMTOAQ92,UCB,-1.0,,1.0,-1.0,0.0,
5,PBXMTOAQ92,UCLA,-1.0,,-1.0,-1.0,0.0,
6,PBXMTOAQ92,Georgetown,-1.0,,-1.0,1.0,0.0,
0,1SL8D3IX58,Georgetown,1.0,,-1.0,1.0,-1.0,
0,GSITJZSNSL,UPenn,-1.0,,-1.0,1.0,-1.0,
1,GSITJZSNSL,Princeton,-1.0,,-1.0,1.0,1.0,
2,GSITJZSNSL,Yale,-1.0,,-1.0,1.0,-1.0,
3,GSITJZSNSL,Columbia,-1.0,,-1.0,1.0,1.0,
4,GSITJZSNSL,Harvard,-1.0,,1.0,1.0,1.0,
5,GSITJZSNSL,Cornell,-1.0,,-1.0,1.0,-1.0,
6,GSITJZSNSL,UCB,-1.0,,-1.0,1.0,1.0,
7,GSITJZSNSL,UCLA,-1.0,,-1.0,1.0,1.0,
8,GSITJZSNSL,Georgetown,-1.0,,-1.0,1.0,-1.0,
0,GTOB8CKDQE,MIT,-1.0,,-1.0,1.0,-1.0,
1,GTOB8CKDQE,Stanford,-1.0,,-1.0,-1.0,0.0,
0,3ZDKYCCHY9,CarnegieMellon,-1.0,,-1.0,1.0,-1.0,
1,3ZDKYCCHY9,JohnsHopkins,-1.0,,-1.0,1.0,-1.0,
0,K31GYZL42Y,Cornell,-1.0,,-1.0,1.0,-1.0,
1,K31GYZL42Y,UCB,-1.0,,-1.0,-1.0,-1.0,
2,K31GYZL42Y,UCLA,-1.0,,-1.0,-1.0,-1.0,
3,K31GYZL42Y,NotreDame,1.0,,-1.0,1.0,-1.0,
0,EMFLS1ANGA,WashU,-1.0,,-1.0,1.0,-1.0,
0,7EQL7SYMSS,Harvard,1.0,,-1.0,1.0,1.0,
0,G9FFK6GRME,UCB,-1.0,,-1.0,-1.0,-1.0,
1,G9FFK6GRME,USC,-1.0,,-1.0,-1.0,-1.0,
0,SFQ767Y4XJ,UCB,-1.0,,-1.0,-1.0,-1.0,
0,4VLFZDQFDQ,Columbia,1.0,,-1.0,1.0,1.0,
0,8D8TOG9288,UPenn,-1.0,,-1.0,-1.0,-1.0,
1,8D8TOG9288,Princeton,-1.0,,-1.0,1.0,-1.0,
2,8D8TOG9288,Brown,-1.0,,-1.0,1.0,-1.0,
3,8D8TOG9288,MIT,-1.0,,-1.0,1.0,-1.0,
4,8D8TOG9288,CarnegieMellon,-1.0,,-1.0,-1.0,1.0,
5,8D8TOG9288,Yale,-1.0,,-1.0,1.0,-1.0,
6,8D8TOG9288,Cornell,-1.0,,-1.0,1.0,-1.0,
7,8D8TOG9288,UCB,-1.0,,-1.0,1.0,1.0,
0,Q9OHNV8Z00,Princeton,-1.0,,-1.0,1.0,-1.0,
1,Q9OHNV8Z00,Yale,-1.0,,-1.0,1.0,-1.0,
2,Q9OHNV8Z00,Cornell,-1.0,,1.0,1.0,1.0,
3,Q9OHNV8Z00,Duke,-1.0,,-1.0,1.0,-1.0,
4,Q9OHNV8Z00,JohnsHopkins,-1.0,,-1.0,1.0,1.0,
5,Q9OHNV8Z00,WashU,-1.0,,-1.0,1.0,-1.0,
6,Q9OHNV8Z00,Northwestern,-1.0,,-1.0,1.0,-1.0,
0,P14L3MJJ21,UPenn,-1.0,,1.0,1.0,-1.0,
1,P14L3MJJ21,CarnegieMellon,-1.0,,-1.0,1.0,-1.0,
2,P14L3MJJ21,Cornell,-1.0,,-1.0,1.0,-1.0,
3,P14L3MJJ21,JohnsHopkins,-1.0,,-1.0,1.0,0.0,
0,QLNVMGNE8O,UPenn,-1.0,,-1.0,1.0,-1.0,
1,QLNVMGNE8O,Princeton,-1.0,,-1.0,1.0,-1.0,
2,QLNVMGNE8O,Brown,-1.0,,-1.0,1.0,-1.0,
3,QLNVMGNE8O,Columbia,-1.0,,-1.0,1.0,-1.0,
4,QLNVMGNE8O,Harvard,-1.0,,-1.0,1.0,-1.0,
5,QLNVMGNE8O,Stanford,-1.0,,-1.0,1.0,-1.0,
0,IZV99ID4UE,Brown,-1.0,,-1.0,1.0,-1.0,
1,IZV99ID4UE,Cornell,-1.0,,-1.0,-1.0,1.0,
0,ID302DA83B,UCB,-1.0,,-1.0,-1.0,1.0,
0,NPOZPIF0H9,MIT,1.0,,-1.0,1.0,-1.0,
1,NPOZPIF0H9,Harvard,-1.0,,-1.0,1.0,-1.0,
2,NPOZPIF0H9,CalTech,1.0,,-1.0,1.0,0.0,
3,NPOZPIF0H9,Stanford,-1.0,,-1.0,1.0,-1.0,
4,NPOZPIF0H9,Duke,-1.0,,-1.0,1.0,1.0,
0,JII54CPLJW,UCLA,-1.0,,-1.0,-1.0,1.0,
0,62FCAAQIPC,Brown,-1.0,,-1.0,1.0,-1.0,
1,62FCAAQIPC,Stanford,-1.0,,-1.0,1.0,-1.0,
2,62FCAAQIPC,UCB,-1.0,,-1.0,1.0,-1.0,
0,OUSPW11DII,Brown,-1.0,,-1.0,1.0,-1.0,
1,OUSPW11DII,Harvard,-1.0,,-1.0,1.0,0.0,
2,OUSPW11DII,Stanford,-1.0,,-1.0,1.0,0.0,
0,ASLBUQ77CU,Brown,-1.0,,-1.0,1.0,-1.0,
1,ASLBUQ77CU,Northwestern,-1.0,,-1.0,1.0,1.0,
0,HVN9GS6CY2,UPenn,1.0,,-1.0,1.0,-1.0,
1,HVN9GS6CY2,Cornell,-1.0,,-1.0,1.0,0.0,
2,HVN9GS6CY2,Duke,-1.0,,-1.0,1.0,0.0,
3,HVN9GS6CY2,Emory,-1.0,,-1.0,-1.0,0.0,
4,HVN9GS6CY2,UCB,-1.0,,-1.0,1.0,0.0,
5,HVN9GS6CY2,WashU,-1.0,,-1.0,1.0,0.0,
0,HI77XKPG9W,Stanford,-1.0,,-1.0,-1.0,-1.0,
1,HI77XKPG9W,UCB,-1.0,,-1.0,-1.0,-1.0,
2,HI77XKPG9W,UCLA,-1.0,,-1.0,-1.0,-1.0,
0,SRO306CYX0,Harvard,-1.0,,-1.0,-1.0,-1.0,
0,STUN51LMR4,UCB,-1.0,,-1.0,-1.0,-1.0,
1,STUN51LMR4,USC,-1.0,,1.0,-1.0,-1.0,
2,STUN51LMR4,Georgetown,-1.0,,1.0,1.0,-1.0,
3,STUN51LMR4,Vanderbilt,-1.0,,-1.0,1.0,-1.0,
4,STUN51LMR4,NotreDame,-1.0,,-1.0,1.0,-1.0,
0,3PYS620R3M,CarnegieMellon,-1.0,,-1.0,1.0,-1.0,
1,3PYS620R3M,Northwestern,-1.0,,-1.0,1.0,1.0,
0,T1I60KC2VS,Yale,-1.0,,-1.0,1.0,-1.0,
1,T1I60KC2VS,Columbia,-1.0,,-1.0,1.0,-1.0,
2,T1I60KC2VS,Harvard,-1.0,,-1.0,1.0,-1.0,
3,T1I60KC2VS,CalTech,-1.0,,-1.0,-1.0,-1.0,
4,T1I60KC2VS,Stanford,-1.0,,-1.0,-1.0,-1.0,
5,T1I60KC2VS,Cornell,-1.0,,-1.0,1.0,-1.0,
6,T1I60KC2VS,UCB,-1.0,,-1.0,-1.0,1.0,
7,T1I60KC2VS,UCLA,-1.0,,-1.0,-1.0,1.0,
8,T1I60KC2VS,JohnsHopkins,-1.0,,-1.0,1.0,-1.0,
9,T1I60KC2VS,WashU,-1.0,,-1.0,1.0,-1.0,
0,Y0KBG74X8H,Cornell,-1.0,,-1.0,1.0,1.0,
0,GZZ8VQFVSF,Cornell,-1.0,,-1.0,1.0,-1.0,
0,JXQH0LKF7D,Yale,1.0,,1.0,1.0,-1.0,
1,JXQH0LKF7D,Columbia,-1.0,,-1.0,1.0,1.0,
2,JXQH0LKF7D,Harvard,-1.0,,1.0,-1.0,-1.0,
3,JXQH0LKF7D,USC,-1.0,,-1.0,1.0,1.0,
4,JXQH0LKF7D,JohnsHopkins,-1.0,,-1.0,1.0,1.0,
5,JXQH0LKF7D,Northwestern,-1.0,,-1.0,1.0,1.0,
0,66RY9BYDUB,CarnegieMellon,1.0,,-1.0,1.0,1.0,
0,6ZG75P9TJS,Yale,-1.0,,-1.0,1.0,0.0,
1,6ZG75P9TJS,UChicago,-1.0,,-1.0,1.0,-1.0,
2,6ZG75P9TJS,Stanford,-1.0,,-1.0,1.0,-1.0,
0,WQLCF9SJ8Z,UCB,-1.0,,1.0,-1.0,-1.0,
1,WQLCF9SJ8Z,UCLA,-1.0,,-1.0,-1.0,1.0,
0,LU007WF4AL,UChicago,1.0,,-1.0,1.0,-1.0,
1,LU007WF4AL,Columbia,-1.0,,-1.0,-1.0,-1.0,
2,LU007WF4AL,Cornell,-1.0,,-1.0,-1.0,1.0,
3,LU007WF4AL,JohnsHopkins,-1.0,,-1.0,1.0,-1.0,
0,S3NDKRVRYV,UPenn,1.0,,-1.0,-1.0,1.0,
0,O2MWYRF41T,UCB,-1.0,,-1.0,-1.0,1.0,
0,H4M2UOWQJY,UPenn,-1.0,,-1.0,1.0,-1.0,
1,H4M2UOWQJY,Brown,-1.0,,-1.0,1.0,-1.0,
2,H4M2UOWQJY,Dartmouth,-1.0,,-1.0,1.0,-1.0,
3,H4M2UOWQJY,Stanford,-1.0,,1.0,-1.0,-1.0,
4,H4M2UOWQJY,Duke,-1.0,,-1.0,1.0,-1.0,
5,H4M2UOWQJY,UCB,-1.0,,-1.0,-1.0,1.0,
6,H4M2UOWQJY,UCLA,-1.0,,-1.0,-1.0,1.0,
7,H4M2UOWQJY,Northwestern,-1.0,,-1.0,1.0,1.0,
0,QUL77HIOF2,Northwestern,-1.0,,-1.0,1.0,-1.0,
0,08NNFO1JPG,Stanford,-1.0,,-1.0,-1.0,1.0,
1,08NNFO1JPG,UCB,-1.0,,-1.0,-1.0,1.0,
2,08NNFO1JPG,UCLA,-1.0,,-1.0,-1.0,-1.0,
3,08NNFO1JPG,USC,-1.0,,-1.0,-1.0,-1.0,
0,OIQAU6PRYO,Yale,1.0,,-1.0,1.0,1.0,
1,OIQAU6PRYO,Dartmouth,-1.0,,-1.0,1.0,1.0,
2,OIQAU6PRYO,Harvard,-1.0,,-1.0,1.0,0.0,
3,OIQAU6PRYO,Duke,-1.0,,-1.0,1.0,0.0,
4,OIQAU6PRYO,WashU,-1.0,,-1.0,1.0,0.0,
0,LL1P98UVW9,Columbia,-1.0,,-1.0,1.0,-1.0,
1,LL1P98UVW9,Stanford,-1.0,,-1.0,1.0,-1.0,
2,LL1P98UVW9,Cornell,-1.0,,-1.0,1.0,-1.0,
3,LL1P98UVW9,UCB,-1.0,,-1.0,1.0,-1.0,
0,225G6LI0U5,UPenn,-1.0,,-1.0,1.0,-1.0,
1,225G6LI0U5,Harvard,1.0,,-1.0,1.0,-1.0,
2,225G6LI0U5,Cornell,-1.0,,-1.0,1.0,-1.0,
3,225G6LI0U5,JohnsHopkins,-1.0,,-1.0,1.0,1.0,
4,225G6LI0U5,WashU,-1.0,,-1.0,1.0,-1.0,
0,RZV2SHYEEX,UPenn,-1.0,,-1.0,1.0,-1.0,
1,RZV2SHYEEX,UChicago,-1.0,,-1.0,1.0,-1.0,
2,RZV2SHYEEX,Stanford,-1.0,,-1.0,1.0,-1.0,
0,UA7QWQBAWI,Princeton,-1.0,,-1.0,1.0,-1.0,
1,UA7QWQBAWI,Yale,-1.0,,-1.0,1.0,-1.0,
2,UA7QWQBAWI,Stanford,-1.0,,-1.0,1.0,-1.0,
0,XI1YGACQXK,MIT,-1.0,,-1.0,1.0,-1.0,
1,XI1YGACQXK,Harvard,-1.0,,-1.0,1.0,-1.0,
2,XI1YGACQXK,CalTech,-1.0,,-1.0,-1.0,1.0,
3,XI1YGACQXK,Stanford,-1.0,,-1.0,-1.0,1.0,
4,XI1YGACQXK,UCB,-1.0,,-1.0,-1.0,1.0,
0,HHZXIMH6CB,Cornell,-1.0,,1.0,1.0,-1.0,
0,EP7B8XAKH6,Columbia,-1.0,,-1.0,1.0,-1.0,
1,EP7B8XAKH6,Stanford,1.0,,-1.0,1.0,-1.0,
2,EP7B8XAKH6,Cornell,-1.0,,-1.0,1.0,1.0,
0,LUL7IG0WEI,UChicago,1.0,,-1.0,1.0,1.0,
1,LUL7IG0WEI,WashU,-1.0,,1.0,1.0,0.0,
2,LUL7IG0WEI,Northwestern,-1.0,,-1.0,1.0,0.0,
0,30RAZ311VB,Georgetown,1.0,,1.0,1.0,-1.0,
